stock_movement_id,po_id,receive_date,transfer_date,store_id,warehouse_id,qty
SM-00367,PO-00275,2023-12-23,2023-12-24,STR-006,WH-01,54
SM-00368,PO-00159,2023-12-17,2023-12-22,STR-001,WH-01,63
SM-00369,PO-01036,2024-02-26,2024-02-27,STR-005,WH-03,127
SM-00370,PO-01788,2023-12-15,2023-12-17,STR-010,WH-03,39
SM-00371,PO-01567,2024-03-05,2024-03-06,STR-003,WH-03,151
SM-00372,PO-00794,2023-12-27,2023-12-29,STR-004,WH-03,160
SM-00373,PO-00298,2024-04-29,2024-05-04,STR-010,WH-01,106
SM-00374,PO-02497,2023-12-15,2023-12-16,STR-003,WH-02,96
SM-00375,PO-00919,2023-12-16,2023-12-17,STR-001,WH-02,50
SM-00376,PO-00710,2025-09-26,2025-09-27,STR-007,WH-03,153
SM-00377,PO-00516,2024-04-24,2024-04-24,STR-003,WH-02,177
SM-00378,PO-01898,2024-07-14,2024-07-14,STR-008,WH-01,56
SM-00379,PO-01860,2025-01-08,2025-01-11,STR-001,WH-03,168
SM-00380,PO-02293,2025-04-21,2025-04-26,STR-006,WH-03,147
SM-00381,PO-01823,2024-05-13,2024-05-15,STR-003,WH-01,25
SM-00382,PO-01640,2025-04-14,2025-04-16,STR-004,WH-02,187
SM-00383,PO-02124,2024-04-13,2024-04-15,STR-001,WH-03,117
SM-00384,PO-02364,2023-12-21,2023-12-24,STR-009,WH-02,76
SM-00385,PO-01704,2025-09-24,2025-09-29,STR-007,WH-02,158
SM-00386,PO-01328,2024-11-28,2024-11-28,STR-003,WH-01,135
SM-00387,PO-01673,2023-12-18,2023-12-22,STR-001,WH-03,187
SM-00388,PO-00080,2023-12-09,2023-12-13,STR-007,WH-02,49
SM-00389,PO-01053,2023-12-22,2023-12-25,STR-006,WH-01,128
SM-00390,PO-00891,2024-10-23,2024-10-23,STR-008,WH-02,187
SM-00391,PO-01027,2025-03-02,2025-03-02,STR-008,WH-01,147
SM-00392,PO-01069,2023-12-27,2023-12-28,STR-001,WH-02,188
SM-00393,PO-02483,2024-02-22,2024-02-25,STR-005,WH-01,132
SM-00394,PO-01918,2024-04-09,2024-04-11,STR-008,WH-01,32
SM-00395,PO-00583,2024-03-30,2024-03-30,STR-010,WH-02,165
SM-00396,PO-01859,2024-01-02,2024-01-05,STR-003,WH-03,49
SM-00397,PO-01634,2023-12-31,2024-01-05,STR-009,WH-02,44
SM-00398,PO-02100,2024-11-02,2024-11-03,STR-003,WH-02,191
SM-00399,PO-01547,2024-03-22,2024-03-26,STR-005,WH-01,16
SM-00400,PO-00006,2024-06-15,2024-06-19,STR-006,WH-02,29
SM-00401,PO-02114,2024-05-13,2024-05-16,STR-007,WH-03,109
SM-00402,PO-01630,2024-02-06,2024-02-07,STR-009,WH-02,61
SM-00403,PO-00305,2025-03-03,2025-03-03,STR-007,WH-03,130
SM-00404,PO-02365,2024-01-21,2024-01-22,STR-006,WH-02,46
SM-00405,PO-01910,2025-01-21,2025-01-23,STR-010,WH-02,41
SM-00406,PO-00714,2024-03-01,2024-03-06,STR-005,WH-01,185
SM-00407,PO-01479,2024-02-18,2024-02-21,STR-004,WH-03,31
SM-00408,PO-01634,2023-12-31,2024-01-05,STR-001,WH-02,164
SM-00409,PO-00351,2024-06-13,2024-06-16,STR-010,WH-01,15
SM-00410,PO-02140,2023-12-25,2023-12-26,STR-008,WH-02,130
SM-00411,PO-00005,2025-02-04,2025-02-08,STR-009,WH-01,134
SM-00412,PO-00421,2023-12-21,2023-12-22,STR-006,WH-01,71
SM-00413,PO-01915,2023-12-27,2023-12-28,STR-002,WH-03,130
SM-00414,PO-01169,2024-12-04,2024-12-04,STR-001,WH-03,67
SM-00415,PO-01740,2024-08-17,2024-08-20,STR-009,WH-01,197
SM-00416,PO-01814,2025-02-03,2025-02-07,STR-010,WH-02,189
SM-00417,PO-00622,2023-12-10,2023-12-11,STR-005,WH-02,181
SM-00418,PO-00220,2024-01-28,2024-01-29,STR-006,WH-03,18
SM-00419,PO-02338,2024-02-16,2024-02-20,STR-001,WH-03,23
SM-00420,PO-00435,2023-12-27,2023-12-30,STR-008,WH-03,17
SM-00421,PO-00724,2024-02-07,2024-02-08,STR-001,WH-01,48
SM-00422,PO-01426,2024-01-24,2024-01-28,STR-005,WH-03,51
SM-00423,PO-00941,2023-12-15,2023-12-16,STR-010,WH-02,30
SM-00424,PO-00049,2023-12-12,2023-12-16,STR-003,WH-03,103
SM-00425,PO-02471,2024-01-29,2024-02-02,STR-008,WH-03,182
SM-00426,PO-01368,2025-07-18,2025-07-18,STR-004,WH-03,92
SM-00427,PO-02438,2023-12-09,2023-12-12,STR-008,WH-01,75
SM-00428,PO-00685,2023-12-08,2023-12-12,STR-006,WH-03,179
SM-00429,PO-01057,2025-05-31,2025-05-31,STR-003,WH-02,31
SM-00430,PO-01657,2024-02-18,2024-02-21,STR-005,WH-03,194
SM-00431,PO-00866,2024-05-04,2024-05-05,STR-008,WH-02,103
SM-00432,PO-00381,2024-07-06,2024-07-10,STR-004,WH-01,166
SM-00433,PO-00942,2023-12-30,2024-01-03,STR-008,WH-02,199
SM-00434,PO-02349,2024-05-20,2024-05-24,STR-010,WH-02,146
SM-00435,PO-00472,2024-10-11,2024-10-16,STR-007,WH-03,91
SM-00436,PO-01407,2024-02-24,2024-02-28,STR-008,WH-02,87
SM-00437,PO-02453,2024-12-12,2024-12-12,STR-001,WH-03,86
SM-00438,PO-01602,2023-12-16,2023-12-17,STR-009,WH-02,80
SM-00439,PO-01118,2024-01-11,2024-01-12,STR-010,WH-03,141
SM-00440,PO-00239,2024-09-30,2024-09-30,STR-004,WH-03,112
SM-00441,PO-00701,2024-12-16,2024-12-17,STR-005,WH-01,182
SM-00442,PO-01457,2023-12-24,2023-12-27,STR-008,WH-03,94
SM-00443,PO-00110,2024-01-20,2024-01-25,STR-010,WH-02,152
SM-00444,PO-01789,2023-12-12,2023-12-15,STR-004,WH-02,105
SM-00445,PO-00998,2024-04-30,2024-05-04,STR-006,WH-01,198
SM-00446,PO-02422,2024-01-13,2024-01-14,STR-002,WH-02,33
SM-00447,PO-00233,2024-04-07,2024-04-08,STR-009,WH-03,146
SM-00448,PO-01026,2023-12-25,2023-12-29,STR-007,WH-03,140
SM-00449,PO-02498,2025-11-05,2025-11-05,STR-009,WH-01,162
SM-00450,PO-00911,2024-07-18,2024-07-20,STR-003,WH-01,101
SM-00451,PO-02363,2024-05-29,2024-06-03,STR-007,WH-01,180
SM-00452,PO-00859,2023-12-27,2023-12-31,STR-001,WH-01,195
SM-00453,PO-00814,2023-12-07,2023-12-12,STR-005,WH-02,12
SM-00454,PO-00164,2024-03-28,2024-04-01,STR-003,WH-03,77
SM-00455,PO-00635,2025-04-07,2025-04-07,STR-006,WH-01,179
SM-00456,PO-00550,2023-12-13,2023-12-16,STR-001,WH-03,85
SM-00457,PO-02240,2024-02-08,2024-02-13,STR-003,WH-02,133
SM-00458,PO-02245,2024-01-27,2024-02-01,STR-002,WH-02,46
SM-00459,PO-00264,2025-01-04,2025-01-07,STR-005,WH-01,165
SM-00460,PO-02212,2023-12-11,2023-12-14,STR-005,WH-03,108
SM-00461,PO-00021,2025-12-18,2025-12-20,STR-005,WH-01,73
SM-00462,PO-01867,2024-07-19,2024-07-24,STR-002,WH-01,74
SM-00463,PO-01944,2024-06-26,2024-06-29,STR-003,WH-02,120
SM-00464,PO-00322,2023-12-17,2023-12-21,STR-008,WH-01,96
SM-00465,PO-02193,2023-12-27,2023-12-30,STR-001,WH-03,46
SM-00466,PO-00742,2025-05-10,2025-05-14,STR-007,WH-01,168
SM-00467,PO-02063,2024-01-22,2024-01-27,STR-009,WH-03,126
SM-00468,PO-02416,2024-08-09,2024-08-09,STR-009,WH-01,130
SM-00469,PO-01355,2025-05-10,2025-05-10,STR-005,WH-02,141
SM-00470,PO-01057,2025-06-01,2025-06-01,STR-008,WH-02,70
SM-00471,PO-01138,2025-03-13,2025-03-13,STR-001,WH-03,44
SM-00472,PO-02381,2025-01-03,2025-01-04,STR-004,WH-01,186
SM-00473,PO-01345,2023-12-10,2023-12-12,STR-010,WH-03,188
SM-00474,PO-01859,2024-01-02,2024-01-03,STR-006,WH-03,188
SM-00475,PO-02382,2024-11-25,2024-11-29,STR-004,WH-01,73
SM-00476,PO-02114,2024-05-13,2024-05-14,STR-010,WH-03,49
SM-00477,PO-01142,2025-12-06,2025-12-06,STR-009,WH-01,132
SM-00478,PO-02475,2023-12-22,2023-12-25,STR-004,WH-03,114
SM-00479,PO-00487,2025-02-04,2025-02-06,STR-002,WH-01,45
SM-00480,PO-01647,2025-07-19,2025-07-19,STR-003,WH-02,40
SM-00481,PO-00255,2023-12-30,2024-01-03,STR-008,WH-03,52
SM-00482,PO-01034,2024-06-15,2024-06-18,STR-009,WH-02,69
SM-00483,PO-00419,2024-02-20,2024-02-22,STR-007,WH-03,190
SM-00484,PO-00535,2025-05-21,2025-05-24,STR-008,WH-01,71
SM-00485,PO-01017,2024-09-07,2024-09-11,STR-001,WH-03,182
SM-00486,PO-00722,2025-12-02,2025-12-03,STR-008,WH-02,115
SM-00487,PO-00664,2024-07-21,2024-07-22,STR-005,WH-01,100
SM-00488,PO-01714,2023-12-13,2023-12-14,STR-004,WH-01,43
SM-00489,PO-00314,2023-12-26,2023-12-27,STR-004,WH-02,135
SM-00490,PO-02231,2024-07-06,2024-07-10,STR-003,WH-03,148
SM-00491,PO-00195,2025-07-07,2025-07-08,STR-007,WH-02,91
SM-00492,PO-01224,2024-09-06,2024-09-11,STR-006,WH-02,94
SM-00493,PO-02104,2024-01-29,2024-01-31,STR-007,WH-02,100
SM-00494,PO-01774,2024-01-22,2024-01-25,STR-006,WH-01,30
SM-00495,PO-02142,2024-02-27,2024-03-03,STR-001,WH-01,184
SM-00496,PO-02140,2023-12-26,2023-12-28,STR-003,WH-02,29
SM-00497,PO-00702,2023-12-21,2023-12-26,STR-009,WH-03,107
SM-00498,PO-01773,2024-07-07,2024-07-10,STR-010,WH-03,167
SM-00499,PO-01117,2023-12-20,2023-12-25,STR-007,WH-02,144
SM-00500,PO-01271,2025-09-24,2025-09-24,STR-003,WH-03,50
SM-00501,PO-02182,2024-03-08,2024-03-09,STR-005,WH-01,94
SM-00502,PO-00632,2024-04-12,2024-04-13,STR-001,WH-01,181
SM-00503,PO-00903,2025-10-20,2025-10-20,STR-003,WH-02,152
SM-00504,PO-01886,2025-02-19,2025-02-21,STR-002,WH-01,63
SM-00505,PO-00653,2023-12-06,2023-12-10,STR-001,WH-02,107
SM-00506,PO-02143,2024-04-11,2024-04-13,STR-007,WH-02,123
SM-00507,PO-01969,2024-03-30,2024-04-01,STR-009,WH-03,119
SM-00508,PO-02219,2024-11-08,2024-11-12,STR-006,WH-01,46
SM-00509,PO-02168,2023-12-31,2024-01-04,STR-008,WH-02,17
SM-00510,PO-00997,2023-12-19,2023-12-24,STR-003,WH-01,133
SM-00511,PO-01839,2023-12-20,2023-12-23,STR-009,WH-01,122
SM-00512,PO-00328,2023-12-17,2023-12-19,STR-001,WH-03,180
SM-00513,PO-02200,2024-01-28,2024-01-31,STR-004,WH-02,173
SM-00514,PO-01422,2024-01-27,2024-01-29,STR-006,WH-03,97
SM-00515,PO-01742,2024-02-12,2024-02-14,STR-003,WH-03,125
SM-00516,PO-02047,2025-07-13,2025-07-16,STR-001,WH-02,94
SM-00517,PO-00873,2025-06-07,2025-06-10,STR-006,WH-03,190
SM-00518,PO-02393,2024-08-09,2024-08-10,STR-008,WH-03,42
SM-00519,PO-01894,2023-12-20,2023-12-22,STR-004,WH-03,53
SM-00520,PO-02256,2024-08-19,2024-08-20,STR-006,WH-02,89
SM-00521,PO-00669,2023-12-20,2023-12-22,STR-005,WH-02,94
SM-00522,PO-01402,2024-06-30,2024-07-04,STR-006,WH-03,143
SM-00523,PO-02473,2024-02-25,2024-02-29,STR-004,WH-03,68
SM-00524,PO-00159,2023-12-17,2023-12-18,STR-005,WH-01,116
SM-00525,PO-01953,2023-12-22,2023-12-23,STR-009,WH-02,102
SM-00526,PO-02392,2025-10-07,2025-10-07,STR-007,WH-02,112
SM-00527,PO-01886,2025-02-19,2025-02-23,STR-004,WH-01,97
SM-00528,PO-01557,2023-12-14,2023-12-17,STR-010,WH-02,81
SM-00529,PO-02110,2023-12-23,2023-12-27,STR-005,WH-01,137
SM-00530,PO-00935,2023-12-17,2023-12-19,STR-004,WH-01,169
SM-00531,PO-00289,2024-07-08,2024-07-13,STR-003,WH-03,164
SM-00532,PO-01353,2024-08-19,2024-08-23,STR-006,WH-03,186
SM-00533,PO-01793,2023-12-21,2023-12-25,STR-001,WH-01,51
SM-00534,PO-00980,2025-12-18,2025-12-18,STR-010,WH-01,159
SM-00535,PO-02429,2023-12-14,2023-12-18,STR-005,WH-02,80
SM-00536,PO-00131,2024-01-14,2024-01-15,STR-008,WH-02,172
SM-00537,PO-02274,2024-04-24,2024-04-26,STR-010,WH-02,25
SM-00538,PO-00349,2025-01-29,2025-01-29,STR-003,WH-01,67
SM-00539,PO-01004,2024-01-06,2024-01-07,STR-010,WH-03,187
SM-00540,PO-00481,2024-02-14,2024-02-19,STR-004,WH-01,137
SM-00541,PO-00374,2024-06-03,2024-06-08,STR-007,WH-02,67
SM-00542,PO-01015,2024-02-19,2024-02-24,STR-006,WH-01,169
SM-00543,PO-00219,2023-12-27,2023-12-28,STR-006,WH-03,19
SM-00544,PO-02216,2023-12-22,2023-12-25,STR-001,WH-02,65
SM-00545,PO-00847,2024-10-14,2024-10-16,STR-008,WH-03,93
SM-00546,PO-01654,2024-09-23,2024-09-25,STR-008,WH-01,172
SM-00547,PO-01843,2023-12-13,2023-12-18,STR-008,WH-02,127
SM-00548,PO-00291,2024-06-16,2024-06-19,STR-006,WH-02,165
SM-00549,PO-01768,2023-12-10,2023-12-14,STR-010,WH-03,188
SM-00550,PO-02382,2024-11-25,2024-11-29,STR-005,WH-01,97
SM-00551,PO-02328,2024-07-30,2024-08-04,STR-006,WH-02,104
SM-00552,PO-01507,2025-03-17,2025-03-17,STR-001,WH-03,176
SM-00553,PO-00984,2024-01-11,2024-01-16,STR-007,WH-01,191
SM-00554,PO-00340,2023-12-11,2023-12-14,STR-008,WH-02,141
SM-00555,PO-01494,2024-09-30,2024-10-05,STR-005,WH-02,67
SM-00556,PO-01414,2023-12-30,2024-01-02,STR-003,WH-03,43
SM-00557,PO-01504,2023-12-26,2023-12-30,STR-003,WH-01,181
SM-00558,PO-02170,2024-06-25,2024-06-26,STR-009,WH-03,110
SM-00559,PO-01284,2024-05-28,2024-06-02,STR-002,WH-03,171
SM-00560,PO-00758,2023-12-10,2023-12-13,STR-002,WH-03,135
SM-00561,PO-01210,2024-08-09,2024-08-11,STR-005,WH-01,25
SM-00562,PO-00838,2024-02-04,2024-02-06,STR-001,WH-02,131
SM-00563,PO-01580,2024-11-15,2024-11-19,STR-010,WH-01,61
SM-00564,PO-00106,2023-12-17,2023-12-22,STR-009,WH-03,46
SM-00565,PO-01230,2024-12-08,2024-12-11,STR-001,WH-02,184
SM-00566,PO-00992,2025-02-22,2025-02-23,STR-003,WH-02,53
SM-00567,PO-01166,2024-01-04,2024-01-06,STR-005,WH-02,159
SM-00568,PO-00821,2024-12-06,2024-12-07,STR-007,WH-03,174
SM-00569,PO-00091,2025-01-04,2025-01-05,STR-010,WH-01,55
SM-00570,PO-00363,2024-08-09,2024-08-12,STR-009,WH-02,193
SM-00571,PO-00675,2024-11-05,2024-11-05,STR-006,WH-01,91
SM-00572,PO-02388,2024-08-23,2024-08-24,STR-010,WH-01,82
SM-00573,PO-01960,2024-03-02,2024-03-03,STR-010,WH-03,44
SM-00574,PO-00970,2023-12-05,2023-12-08,STR-003,WH-01,114
SM-00575,PO-00034,2024-03-02,2024-03-02,STR-002,WH-02,32
SM-00576,PO-00467,2024-06-25,2024-06-27,STR-004,WH-02,77
SM-00577,PO-02058,2024-04-19,2024-04-20,STR-006,WH-03,61
SM-00578,PO-00878,2024-05-19,2024-05-24,STR-010,WH-01,120
SM-00579,PO-00721,2024-01-08,2024-01-13,STR-008,WH-01,116
SM-00580,PO-00358,2023-12-17,2023-12-19,STR-003,WH-03,47
SM-00581,PO-00527,2023-12-24,2023-12-26,STR-002,WH-03,16
SM-00582,PO-00678,2025-07-15,2025-07-17,STR-010,WH-01,138
SM-00583,PO-00343,2024-10-19,2024-10-20,STR-004,WH-03,84
SM-00584,PO-02426,2023-12-10,2023-12-11,STR-005,WH-02,51
SM-00585,PO-02154,2025-03-11,2025-03-16,STR-010,WH-02,149
SM-00586,PO-02164,2025-05-24,2025-05-28,STR-002,WH-01,183
SM-00587,PO-01689,2024-07-02,2024-07-04,STR-005,WH-01,58
SM-00588,PO-00480,2025-10-18,2025-10-23,STR-010,WH-03,161
SM-00589,PO-00148,2024-01-12,2024-01-13,STR-009,WH-03,181
SM-00590,PO-00889,2024-04-25,2024-04-29,STR-004,WH-01,153
SM-00591,PO-00848,2023-12-17,2023-12-19,STR-002,WH-02,69
SM-00592,PO-01766,2024-09-26,2024-09-27,STR-007,WH-01,86
SM-00593,PO-00284,2023-12-17,2023-12-18,STR-008,WH-03,177
SM-00594,PO-00892,2024-02-14,2024-02-14,STR-009,WH-03,168
SM-00595,PO-00472,2024-10-12,2024-10-15,STR-009,WH-03,19
SM-00596,PO-01316,2023-12-13,2023-12-15,STR-001,WH-02,194
SM-00597,PO-00844,2024-05-26,2024-05-28,STR-003,WH-01,79
SM-00598,PO-01080,2025-04-21,2025-04-25,STR-010,WH-02,17
SM-00599,PO-02020,2024-02-08,2024-02-13,STR-002,WH-02,131
SM-00600,PO-01601,2023-12-09,2023-12-13,STR-006,WH-03,126
SM-00601,PO-01421,2023-12-18,2023-12-22,STR-003,WH-02,48
SM-00602,PO-00927,2023-12-06,2023-12-08,STR-002,WH-01,40
SM-00603,PO-01616,2024-02-23,2024-02-27,STR-001,WH-01,174
SM-00604,PO-02064,2024-05-10,2024-05-11,STR-002,WH-03,90
SM-00605,PO-01801,2023-12-16,2023-12-21,STR-001,WH-02,166
SM-00606,PO-01553,2024-05-04,2024-05-08,STR-004,WH-03,112
SM-00607,PO-01891,2024-09-17,2024-09-20,STR-001,WH-01,86
SM-00608,PO-02489,2024-12-25,2024-12-30,STR-005,WH-01,111
SM-00609,PO-01627,2023-12-11,2023-12-13,STR-010,WH-03,73
SM-00610,PO-00894,2024-01-30,2024-01-31,STR-008,WH-02,136
SM-00611,PO-00443,2024-12-01,2024-12-02,STR-006,WH-01,16
SM-00612,PO-02376,2023-12-23,2023-12-26,STR-008,WH-03,177
SM-00613,PO-00199,2025-07-16,2025-07-18,STR-009,WH-02,73
SM-00614,PO-00748,2024-11-20,2024-11-22,STR-004,WH-01,17
SM-00615,PO-01664,2023-12-24,2023-12-28,STR-006,WH-01,85
SM-00616,PO-01169,2024-12-05,2024-12-05,STR-009,WH-03,151
SM-00617,PO-00790,2023-12-31,2024-01-02,STR-010,WH-02,72
SM-00618,PO-01918,2024-04-11,2024-04-12,STR-006,WH-01,157
SM-00619,PO-02019,2024-01-26,2024-01-31,STR-003,WH-02,93
SM-00620,PO-02219,2024-11-10,2024-11-13,STR-003,WH-01,150
SM-00621,PO-01384,2024-11-01,2024-11-01,STR-005,WH-03,38
SM-00622,PO-00867,2025-08-18,2025-08-23,STR-010,WH-01,117
SM-00623,PO-00099,2024-12-02,2024-12-07,STR-004,WH-02,52
SM-00624,PO-00964,2025-08-13,2025-08-13,STR-007,WH-02,153
SM-00625,PO-00845,2024-01-24,2024-01-28,STR-009,WH-02,60
SM-00626,PO-01624,2024-07-24,2024-07-26,STR-010,WH-02,47
SM-00627,PO-00986,2025-01-01,2025-01-02,STR-009,WH-03,76
SM-00628,PO-00965,2023-12-22,2023-12-26,STR-007,WH-01,103
SM-00629,PO-02126,2023-12-29,2024-01-02,STR-005,WH-02,80
SM-00630,PO-02119,2023-12-30,2024-01-03,STR-007,WH-01,192
SM-00631,PO-01089,2025-01-19,2025-01-21,STR-002,WH-02,135
SM-00632,PO-00362,2024-06-17,2024-06-21,STR-003,WH-03,68
SM-00633,PO-00433,2024-07-15,2024-07-18,STR-008,WH-03,53
SM-00634,PO-02356,2024-10-02,2024-10-02,STR-008,WH-02,19
SM-00635,PO-00500,2023-12-30,2024-01-04,STR-005,WH-03,87
SM-00636,PO-00020,2025-01-02,2025-01-03,STR-009,WH-03,78
SM-00637,PO-01037,2023-12-13,2023-12-17,STR-002,WH-01,55
SM-00638,PO-02229,2023-12-09,2023-12-12,STR-002,WH-02,192
SM-00639,PO-00878,2024-05-17,2024-05-18,STR-007,WH-01,116
SM-00640,PO-02208,2024-03-07,2024-03-08,STR-007,WH-01,88
SM-00641,PO-01584,2024-04-28,2024-05-02,STR-001,WH-01,29
SM-00642,PO-00366,2025-05-05,2025-05-05,STR-009,WH-03,112
SM-00643,PO-00091,2025-01-04,2025-01-04,STR-006,WH-01,79
SM-00644,PO-01553,2024-05-05,2024-05-07,STR-006,WH-03,199
SM-00645,PO-01632,2024-11-20,2024-11-24,STR-009,WH-01,139
SM-00646,PO-01047,2024-02-06,2024-02-06,STR-004,WH-01,32
SM-00647,PO-01094,2023-12-24,2023-12-27,STR-001,WH-02,183
SM-00648,PO-01117,2023-12-19,2023-12-22,STR-006,WH-02,155
SM-00649,PO-01451,2024-07-10,2024-07-11,STR-007,WH-02,12
SM-00650,PO-00946,2024-04-19,2024-04-20,STR-001,WH-03,163
SM-00651,PO-01695,2024-03-22,2024-03-26,STR-003,WH-03,48
SM-00652,PO-00904,2023-12-23,2023-12-28,STR-009,WH-02,130
SM-00653,PO-01094,2023-12-26,2023-12-27,STR-003,WH-02,176
SM-00654,PO-01823,2024-05-12,2024-05-17,STR-004,WH-01,69
SM-00655,PO-02192,2024-04-14,2024-04-15,STR-006,WH-02,158
SM-00656,PO-01331,2023-12-14,2023-12-19,STR-008,WH-01,59
SM-00657,PO-01060,2023-12-31,2024-01-05,STR-001,WH-03,156
SM-00658,PO-00349,2025-01-29,2025-01-29,STR-007,WH-01,18
SM-00659,PO-02227,2024-06-09,2024-06-11,STR-002,WH-01,115
SM-00660,PO-01064,2023-12-21,2023-12-24,STR-001,WH-03,145
SM-00661,PO-01032,2025-12-26,2025-12-28,STR-009,WH-01,200
SM-00662,PO-01941,2023-12-22,2023-12-23,STR-008,WH-02,186
SM-00663,PO-01721,2024-07-23,2024-07-28,STR-003,WH-03,94
SM-00664,PO-02361,2025-05-24,2025-05-25,STR-006,WH-02,88
SM-00665,PO-00743,2024-05-11,2024-05-11,STR-010,WH-01,82
SM-00666,PO-01586,2024-01-02,2024-01-05,STR-007,WH-01,85
SM-00667,PO-00567,2024-05-17,2024-05-21,STR-002,WH-03,188
SM-00668,PO-01449,2024-08-21,2024-08-25,STR-007,WH-03,97
SM-00669,PO-00691,2025-06-26,2025-06-27,STR-009,WH-01,38
SM-00670,PO-01700,2024-10-16,2024-10-20,STR-002,WH-01,62
SM-00671,PO-01110,2024-08-30,2024-09-04,STR-005,WH-03,179
SM-00672,PO-01166,2024-01-06,2024-01-08,STR-006,WH-02,69
SM-00673,PO-01283,2024-01-28,2024-01-30,STR-002,WH-02,151
SM-00674,PO-00934,2024-09-26,2024-09-29,STR-003,WH-03,197
SM-00675,PO-02107,2024-07-03,2024-07-04,STR-010,WH-02,15
SM-00676,PO-00218,2024-08-14,2024-08-15,STR-002,WH-02,129
SM-00677,PO-02279,2025-09-03,2025-09-04,STR-002,WH-03,82
SM-00678,PO-01384,2024-11-01,2024-11-02,STR-008,WH-03,198
SM-00679,PO-00981,2023-12-12,2023-12-17,STR-001,WH-02,87
SM-00680,PO-02292,2024-02-21,2024-02-24,STR-005,WH-02,54
SM-00681,PO-01005,2024-03-17,2024-03-20,STR-006,WH-02,48
SM-00682,PO-02220,2023-12-25,2023-12-27,STR-004,WH-01,133
SM-00683,PO-00693,2023-12-18,2023-12-21,STR-009,WH-03,113
SM-00684,PO-02015,2023-12-11,2023-12-12,STR-010,WH-03,178
SM-00685,PO-00853,2024-03-30,2024-04-03,STR-001,WH-02,93
SM-00686,PO-01550,2024-09-25,2024-09-29,STR-005,WH-02,192
SM-00687,PO-01935,2024-04-01,2024-04-04,STR-002,WH-02,142
SM-00688,PO-02296,2024-06-01,2024-06-02,STR-003,WH-03,144
SM-00689,PO-01920,2023-12-18,2023-12-23,STR-001,WH-02,162
SM-00690,PO-01138,2025-03-15,2025-03-15,STR-002,WH-03,134
SM-00691,PO-02363,2024-05-29,2024-06-02,STR-002,WH-01,40
SM-00692,PO-00312,2023-12-08,2023-12-11,STR-005,WH-03,75
SM-00693,PO-01564,2023-12-20,2023-12-25,STR-002,WH-02,139
SM-00694,PO-00988,2023-12-25,2023-12-29,STR-001,WH-03,102
SM-00695,PO-01243,2024-02-09,2024-02-12,STR-003,WH-01,135
SM-00696,PO-00872,2024-01-01,2024-01-04,STR-009,WH-02,191
SM-00697,PO-00757,2023-12-27,2023-12-31,STR-004,WH-02,84
SM-00698,PO-02292,2024-02-22,2024-02-23,STR-008,WH-02,24
SM-00699,PO-01921,2024-01-29,2024-01-30,STR-009,WH-03,171
SM-00700,PO-00603,2024-05-24,2024-05-26,STR-006,WH-01,95
SM-00701,PO-00389,2024-07-11,2024-07-16,STR-003,WH-01,17
SM-00702,PO-02256,2024-08-18,2024-08-22,STR-003,WH-02,133
SM-00703,PO-02342,2025-05-13,2025-05-18,STR-010,WH-01,114
SM-00704,PO-01663,2024-01-25,2024-01-26,STR-007,WH-01,47
SM-00705,PO-02217,2023-12-22,2023-12-24,STR-007,WH-01,150
SM-00706,PO-00881,2023-12-21,2023-12-24,STR-010,WH-01,127
SM-00707,PO-00259,2023-12-19,2023-12-23,STR-007,WH-03,181
SM-00708,PO-02170,2024-06-25,2024-06-26,STR-003,WH-03,13
SM-00709,PO-00774,2024-10-29,2024-10-29,STR-008,WH-01,15
SM-00710,PO-01831,2024-02-20,2024-02-24,STR-001,WH-02,143
SM-00711,PO-00249,2024-03-26,2024-03-31,STR-009,WH-02,197
SM-00712,PO-01708,2024-05-27,2024-05-29,STR-007,WH-03,52
SM-00713,PO-00150,2023-12-27,2023-12-28,STR-008,WH-01,156
SM-00714,PO-02109,2024-05-01,2024-05-06,STR-004,WH-03,79
SM-00715,PO-02433,2024-05-17,2024-05-21,STR-003,WH-01,135
SM-00716,PO-01248,2025-07-06,2025-07-10,STR-009,WH-02,55
SM-00717,PO-01679,2024-01-21,2024-01-25,STR-006,WH-02,83
SM-00718,PO-01102,2023-12-10,2023-12-13,STR-006,WH-02,123
SM-00719,PO-00546,2024-06-24,2024-06-28,STR-007,WH-01,102
SM-00720,PO-01132,2023-12-27,2024-01-01,STR-002,WH-02,51
SM-00721,PO-02057,2024-03-13,2024-03-18,STR-002,WH-02,79
SM-00722,PO-02042,2023-12-29,2024-01-01,STR-008,WH-03,10
SM-00723,PO-00166,2023-12-29,2024-01-01,STR-004,WH-02,43
SM-00724,PO-00611,2024-04-15,2024-04-19,STR-001,WH-01,55
SM-00725,PO-01627,2023-12-11,2023-12-12,STR-010,WH-03,65
SM-00726,PO-00513,2025-02-16,2025-02-19,STR-007,WH-01,98
SM-00727,PO-00704,2025-09-03,2025-09-05,STR-006,WH-01,71
SM-00728,PO-00042,2023-12-31,2024-01-01,STR-010,WH-01,128
SM-00729,PO-01057,2025-06-02,2025-06-02,STR-001,WH-02,68
SM-00730,PO-01373,2023-12-08,2023-12-13,STR-002,WH-02,97
SM-00731,PO-00601,2024-07-02,2024-07-06,STR-003,WH-01,61
SM-00732,PO-01961,2024-10-23,2024-10-25,STR-006,WH-01,97
SM-00733,PO-02286,2024-12-25,2024-12-30,STR-004,WH-03,161
