customer_id,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,rfm_segment,promo_sensitivity,segment
CUS-00318,58,99,45196.9,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00319,39,132,60617.18,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-00320,7,53,20843.25,4,2,1,421,Need Attention,1.0,price_sensitive
CUS-00321,9,252,94051.55,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00322,24,143,56421.27,3,4,3,343,Loyal,0.33333333333333337,loyal_full_price
CUS-00323,72,46,20520.32,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00324,51,96,44251.37,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00325,88,83,35397.9,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00326,81,47,28997.63,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00327,112,41,12737.86,1,1,1,111,Lost,1.0,price_sensitive
CUS-00328,81,45,20863.81,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00329,72,131,60708.92,2,3,4,234,Potential Loyalists,0.0,loyal_full_price
CUS-00330,167,96,38685.36,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00331,12,250,108660.48,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00332,70,206,90075.63,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00333,72,94,44639.54,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00334,11,89,44531.99,4,2,3,423,Loyal,0.33333333333333337,occasional
CUS-00335,9,168,85398.42,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00336,80,91,34857.16,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-00337,207,51,21362.76,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00338,29,110,45933.77,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00339,90,83,46470.15,2,2,3,223,Need Attention,0.33333333333333337,occasional
CUS-00340,50,122,56784.49,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-00341,18,45,23978.47,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-00342,80,54,25183.37,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00343,89,33,13000.12,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00344,136,39,19789.56,1,1,1,111,Lost,1.0,price_sensitive
CUS-00345,39,106,41073.75,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00346,28,81,36816.2,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00347,27,41,24139.88,3,1,2,312,Need Attention,0.6666666666666667,price_sensitive
CUS-00348,2,253,104463.96,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00349,75,43,19505.22,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00350,66,50,18970.35,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-00351,29,140,59751.19,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00352,146,49,21330.79,1,1,1,111,Lost,1.0,price_sensitive
CUS-00353,1,232,97764.65,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00354,251,46,17131.43,1,1,1,111,Lost,1.0,price_sensitive
CUS-00355,134,40,17735.7,1,1,1,111,Lost,1.0,price_sensitive
CUS-00356,8,114,40755.83,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00357,97,103,42345.090000000004,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00358,40,87,42079.08,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-00359,265,39,10835.37,1,1,1,111,Lost,1.0,price_sensitive
CUS-00360,57,51,17918.9,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-00361,2,115,51657.79,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00362,38,98,42651.7,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00363,28,84,33253.21,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00364,50,92,38514.75,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00365,38,134,55119.07,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00366,3,125,60111.38,4,3,4,434,Champions,0.0,loyal_full_price
CUS-00367,11,109,50648.94,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00368,190,48,19146.81,1,1,1,111,Lost,1.0,price_sensitive
CUS-00369,73,46,26486.95,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00370,218,49,22226.63,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00371,316,50,18163.39,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00372,224,47,25271.59,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00373,28,109,41976.21,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00374,186,171,67492.03,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-00375,1,224,82269.91,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00376,81,41,16147.4,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00377,269,43,17733.69,1,1,1,111,Lost,1.0,price_sensitive
CUS-00378,7,42,17271.68,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00379,217,40,13593.88,1,1,1,111,Lost,1.0,price_sensitive
CUS-00380,85,92,46993.340000000004,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00381,7,53,21802.32,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00382,70,162,65529.340000000004,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00383,29,133,52769.38,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00384,252,40,15926.89,1,1,1,111,Lost,1.0,price_sensitive
CUS-00385,91,51,22435.43,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00386,121,80,45226.68,1,2,3,123,Need Attention,0.33333333333333337,occasional
CUS-00387,40,126,68676.19,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-00388,299,43,16779.62,1,1,1,111,Lost,1.0,price_sensitive
CUS-00389,188,160,68016.77,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-00390,173,114,46701.13,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00391,1,50,21494.54,4,2,1,421,Need Attention,1.0,price_sensitive
CUS-00392,57,42,16137.54,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00393,226,61,28199.64,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00394,114,52,24560.79,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00395,68,91,34378.67,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-00396,259,51,21893.6,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00397,17,48,23236.95,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-00398,1,84,34474.0,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00399,50,242,89115.15,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00400,67,127,61389.87,2,3,4,234,Potential Loyalists,0.0,loyal_full_price
CUS-00401,64,96,42281.94,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00402,55,102,40271.54,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00403,159,39,14525.9,1,1,1,111,Lost,1.0,price_sensitive
CUS-00404,17,119,63438.53,4,3,4,434,Champions,0.0,loyal_full_price
CUS-00405,49,148,66453.91,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00406,11,71,30327.41,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00407,49,39,18865.33,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00408,1,146,57629.14,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00409,52,93,34469.64,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-00410,27,137,58987.28,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00411,237,34,15037.03,1,1,1,111,Lost,1.0,price_sensitive
CUS-00412,112,63,29353.82,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00413,135,84,39640.43,1,2,3,123,Need Attention,0.33333333333333337,occasional
CUS-00414,49,100,38618.97,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00415,188,37,19492.55,1,1,1,111,Lost,1.0,price_sensitive
CUS-00416,52,150,58068.44,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00417,76,67,25830.4,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00418,11,92,33754.37,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-00419,64,106,44166.520000000004,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00420,3,157,67902.71,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00421,188,62,23975.670000000002,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00422,173,51,21171.01,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00423,64,97,38304.53,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00424,79,103,44229.8,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00425,52,52,20105.55,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-00426,7,251,110512.49,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00427,8,217,80763.67,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00428,36,124,49027.37,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00429,72,44,18971.64,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00430,38,126,50791.63,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00431,52,82,40090.24,2,2,3,223,Need Attention,0.33333333333333337,occasional
CUS-00432,38,147,61430.4,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00433,17,133,57098.27,4,3,4,434,Champions,0.0,loyal_full_price
CUS-00434,69,57,24050.47,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00435,67,110,49837.9,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00436,26,141,60399.79,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00437,17,112,51225.39,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00438,67,135,53801.16,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00439,40,108,44020.03,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00440,17,43,16518.66,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00441,67,144,69330.42,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00442,97,136,53617.78,1,4,3,143,New Customers,0.33333333333333337,loyal_full_price
CUS-00443,113,58,22879.32,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00444,51,87,27770.18,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00445,18,166,73829.52,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00446,39,90,37345.48,3,2,2,322,About to Sleep,0.6666666666666667,promo_lover
CUS-00447,43,98,43431.26,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00448,112,48,26054.72,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00449,34,129,64654.59,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-00450,183,44,22028.86,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00451,28,137,46486.54,3,4,3,343,Loyal,0.33333333333333337,loyal_full_price
CUS-00452,135,35,11660.98,1,1,1,111,Lost,1.0,price_sensitive
CUS-00453,64,43,18595.69,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00454,112,54,18638.49,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00455,9,239,105050.23,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00456,1,162,65573.01,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00457,173,51,17373.59,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00458,188,53,25876.22,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00459,72,123,56408.82,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00460,171,46,18895.08,1,1,1,111,Lost,1.0,price_sensitive
CUS-00461,185,42,22432.3,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00462,9,43,20764.88,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00463,108,83,36466.96,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00464,67,154,69722.21,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00465,49,97,47592.3,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00466,82,151,66878.67,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00467,112,90,44198.6,1,2,3,123,Need Attention,0.33333333333333337,loyal_full_price
CUS-00468,9,157,64383.45,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00469,8,138,57355.14,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00470,71,90,54184.25,2,2,3,223,Need Attention,0.33333333333333337,loyal_full_price
CUS-00471,9,45,23994.34,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-00472,8,56,29557.739999999998,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00473,71,146,67431.6,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00474,70,37,17136.86,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00475,166,71,32088.600000000002,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00476,115,53,20354.95,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00477,29,95,38436.7,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00478,38,104,57807.64,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-00479,10,210,93061.25,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00480,85,36,19012.1,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00481,9,152,68596.33,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00482,8,34,17771.32,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00483,205,48,21153.67,1,1,1,111,Lost,1.0,price_sensitive
CUS-00484,97,152,66143.52,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-00485,11,44,22733.64,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-00486,8,87,37658.56,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00487,26,109,44148.96,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00488,22,145,61522.91,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00489,155,47,27079.26,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00490,40,60,29145.239999999998,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00491,26,85,31631.93,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00492,50,222,99291.1,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00493,4,55,20163.28,4,2,1,421,Need Attention,1.0,price_sensitive
CUS-00494,2,234,88902.69,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00495,24,139,57797.34,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00496,148,46,20734.13,1,1,1,111,Lost,1.0,price_sensitive
CUS-00497,3,139,53416.81,4,4,3,443,Champions,0.33333333333333337,loyal_full_price
CUS-00498,27,243,93195.77,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00499,8,39,16487.89,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00500,26,108,46979.02,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00501,61,49,20685.44,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00502,17,91,45768.45,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00503,147,56,20812.34,1,2,1,121,At Risk,1.0,price_sensitive
CUS-00504,112,101,43274.54,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00505,129,99,35687.05,1,3,2,132,At Risk,0.6666666666666667,promo_lover
CUS-00506,67,82,36716.96,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00507,17,229,94535.98,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00508,97,45,19478.329999999998,1,1,1,111,Lost,1.0,price_sensitive
CUS-00509,76,43,16062.97,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00510,74,98,43862.06,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00511,189,41,17535.19,1,1,1,111,Lost,1.0,price_sensitive
CUS-00512,113,39,12375.86,1,1,1,111,Lost,1.0,price_sensitive
CUS-00513,39,49,17027.7,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00514,29,99,50591.5,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00515,82,148,59261.81,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00516,79,51,26091.59,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00517,209,46,24730.39,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00518,36,54,24629.45,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00519,39,134,58851.01,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-00520,39,52,28619.3,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-00521,38,86,42071.12,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-00522,38,44,16329.67,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00523,129,101,43471.75,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00524,8,106,43052.23,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00525,52,43,16252.369999999999,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00526,27,141,57087.56,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00527,93,45,23231.06,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00528,115,51,23155.37,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00529,112,46,17416.56,1,1,1,111,Lost,1.0,price_sensitive
CUS-00530,49,221,98944.19,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00531,84,55,21579.5,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00532,221,49,26415.6,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00533,67,141,66765.7,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00534,8,47,26412.03,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-00535,142,76,30319.85,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00536,3,56,19913.38,4,2,1,421,Need Attention,1.0,price_sensitive
CUS-00537,10,55,21089.45,4,2,1,421,Need Attention,1.0,price_sensitive
CUS-00538,40,217,93481.06,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00539,1,131,60418.83,4,3,4,434,Champions,0.0,loyal_full_price
CUS-00540,52,220,95676.46,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00541,134,48,25083.83,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00542,16,141,60215.19,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00543,94,89,40868.71,2,2,3,223,Need Attention,0.33333333333333337,occasional
CUS-00544,27,47,16113.85,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00545,23,249,111904.0,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00546,170,47,19748.07,1,1,1,111,Lost,1.0,price_sensitive
CUS-00547,51,44,15785.98,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00548,94,50,19541.08,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-00549,258,44,19171.95,1,1,1,111,Lost,1.0,price_sensitive
CUS-00550,8,129,52629.48,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00551,23,227,104849.34,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00552,16,94,34110.74,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-00553,17,93,41789.56,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00554,17,54,22497.83,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00555,76,44,20448.260000000002,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00556,10,227,102827.88,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00557,12,149,53011.5,4,4,3,443,Champions,0.33333333333333337,loyal_full_price
CUS-00558,52,96,57571.05,2,3,4,234,Potential Loyalists,0.0,loyal_full_price
CUS-00559,152,47,16149.95,1,1,1,111,Lost,1.0,price_sensitive
CUS-00560,69,243,96598.92,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-00561,18,43,16677.89,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00562,69,78,30360.05,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00563,53,44,25420.7,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-00564,40,142,67729.8,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00565,69,54,24973.51,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00566,48,49,23168.2,3,1,2,312,Need Attention,0.6666666666666667,price_sensitive
CUS-00567,3,54,18999.26,4,2,1,421,Need Attention,1.0,price_sensitive
CUS-00568,7,90,37420.29,4,2,2,422,Potential Loyalists,0.6666666666666667,promo_lover
CUS-00569,27,219,89819.38,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00570,165,106,38555.64,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-00571,57,116,46172.06,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00572,120,232,94140.21,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-00573,51,157,59292.86,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00574,48,40,12690.31,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00575,158,41,20575.34,1,1,1,111,Lost,1.0,price_sensitive
CUS-00576,130,46,15993.44,1,1,1,111,Lost,1.0,price_sensitive
CUS-00577,116,51,30556.7,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-00578,11,98,40903.22,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00579,129,46,20921.57,1,1,1,111,Lost,1.0,price_sensitive
CUS-00580,12,132,73313.64,4,3,4,434,Champions,0.0,loyal_full_price
CUS-00581,73,121,50571.85,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00582,39,101,42988.4,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00583,112,45,22744.260000000002,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-00584,80,88,27171.91,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-00585,27,53,20572.36,3,2,1,321,About to Sleep,1.0,price_sensitive
CUS-00586,71,124,54601.49,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00587,50,95,41362.89,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-00588,17,85,32888.18,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-00589,52,138,56170.02,2,4,3,243,Potential Loyalists,0.33333333333333337,loyal_full_price
CUS-00590,23,139,59021.44,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-00591,2,40,18453.989999999998,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-00592,11,140,56429.57,4,4,3,443,Champions,0.33333333333333337,loyal_full_price
CUS-00593,72,45,14254.57,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00594,66,93,38364.06,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-00595,9,100,38688.44,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-00596,8,42,22936.71,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-00597,8,54,19795.079999999998,4,2,1,421,Need Attention,1.0,price_sensitive
CUS-00598,50,42,18371.44,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-00599,232,49,18458.25,1,1,1,111,Lost,1.0,price_sensitive
CUS-00600,68,41,14419.43,2,1,1,211,At Risk,1.0,price_sensitive
CUS-00601,9,147,59920.4,4,4,4,444,Champions,0.0,loyal_full_price
CUS-00602,57,97,44912.229999999996,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
